Participante,Dialogo,,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"En atención a esto, vamos a ser un poco flexibles el día de hoy, pero sí les suplicamos
que, entonces, cuando queramos incluir algún punto, quiero decir, no haya asuntos
generales en sesiones extraordinarias.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"bueno, entonces antes de someter los asuntos generales, un comentario para uno de
los puntos que ya pasó.",,,,,,,,,,,,
Participacion del foro,"es más bien para ampliar el tema del financiamiento, pedir que en estas reuniones que
se estarán organizando para temas específicos, abordemos dos cosas íntimamente
ligadas al tema del financiamiento, que es la parte de los recursos extraordinarios y la
parte de los recursos ordinarios.
vinculadas con ello,
el tema de cómo podemos apuntalar el asunto de la generación de recursos propios por
parte de las universidades,
hay ya bastante músculo generado en el seno de ANUIES a través de una red
específica al respecto, es más bien para ampliar el tema del financiamiento, pedir que en estas reuniones que
se estarán organizando para temas específicos, abordemos dos cosas íntimamente
ligadas al tema del financiamiento, que es la parte de los recursos extraordinarios y la
parte de los recursos ordinarios.
vinculadas con ello,
el tema de cómo podemos apuntalar el asunto de la generación de recursos propios por
parte de las universidades,
hay ya bastante músculo generado en el seno de ANUIES a través de una red
específica al respecto,",,,,,,,,,,,,
Participacion del foro,"es más bien para ampliar el tema del financiamiento, pedir que en estas reuniones que
se estarán organizando para temas específicos, abordemos dos cosas íntimamente
ligadas al tema del financiamiento, que es la parte de los recursos extraordinarios y la
parte de los recursos ordinarios.
vinculadas con ello,
el tema de cómo podemos apuntalar el asunto de la generación de recursos propios por
parte de las universidades,
hay ya bastante músculo generado en el seno de ANUIES a través de una red
específica al respecto, virtuoso y ecosistemas de investigación con el financiamiento público que se da tanto
para instituciones públicas como privadas para el tema del desarrollo de la investigación
y cómo lo vinculamos en la generación de recursos alternos para las universidades.
Es cuanto.
Bien, muchas gracias.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Recogemos esta eh opinión, creo que nos parece fundamental, lo habíamos hablado ya
en algún otro momento y entendemos que en el tema del financiamiento no
solamente se la cuestión del financiamiento público, sino el manejo de los recursos
propios acaba siendo un punto nodal eh con respecto al propio financiamiento público y
al incentivo de la generación de recursos propios y por tanto pensar en un sentido de
autonomía también distinto, ¿no?
Muy bien, entonces procedemos a asuntos generales si les parece bien a todas y todos
ustedes.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"En esta perspectiva tenemos tres asuntos generales que en realidad representan la
forma en la cual se ha ido construyendo eh un sistema eh fundamental de educación
dual de tipo superior.
Este es uno de los primeros puntos.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Esto ha venido trabajándose desde hace muchos años en el seno de las ANUIES, pero
también en distintos subsistemas, particularmente en el Tecnológico Nacional de
México, en las universidades politécnicas y tecnológicas hay avances fundamentales y
hay que decirlo con la pandemia estas eh adquirieron una dimensión
La dimensión es fundamental también de cómo buscamos y estamos logrando la
inserción en la realidad, llamémosle así en términos generales para ser más, digamos,
abarcadora en la perspectiva que se está dando.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Y el segundo elemento tiene que ver con todo un emprendimiento asociativo y ahí
tenemos todavía toda una carga fundamental que hemos ido cubriendo en la propia
pandemia del papel de la educación superior, de nuestros estudiantes y de la
perspectiva que podemos darle al esfuerzo de generación de economías sociales y
solidarias.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Trabajamos con el Tecnológico de Monterrey y con otras instituciones poderosas,
digamos plataformas, ideas de cómo podríamos desplegarla y tener una participación
directa, abierta en la generación de otras economías.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Por último, nada más en estos asuntos generales, informaríamos cómo vamos en el
registro del logo de CONACES, o sea, de estos elementos de identidad.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Yo diría que en términos de la educación dual y del emprendimiento asociativo hemos
tenido durante el año una serie, digamos, de trabajos y de foros específicos y que nos
han traído un resultado que podemos decir nos permite hacer un primer planteamiento
de un marco general de la educación dual y de un en un marco general también de esto que llamamos emprendimiento asociativo.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Es en esta dimensión en la cual creemos que ya nos encontramos hoy día, no es nada
más el trabajo con los franceses, con los alemanes o con otros países en cuanto a la
visión de la educación dual,
sino eh alrededor de una nueva concepción también de la propia educación hoy día
derivado de la pandemia.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Por último quisiera mencionar nada más el tema eh que respecto al punto tres, eh que
es informar a este consejo que la subsecretaría de educación superior hizo los trámites
conducentes ante la oficina de la presidencia de la República para pedir una
autorización de la imagen gráfica de esta instancia colegiada.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Una vez aprobada eh se procedió a buscar registrarla ante el Instituto Mexicano de la
propiedad eh industrial, ¿no?",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,No hay acuerdo en acuerdos generales,,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Siendo eh las 10 con 7 minutos del día 30 de
noviembre de 2021, declaro a nombre del secretariado técnico conjunto formalmente
clausurado los trabajos de la segunda sesión ordinaria del Consejo Nacional para la
coordinación de la educación superior. Muchísimas gracias.",,,,,,,,,,,,
Francisco Luciano Concheiro Borquez,"Gracias a todas y todos por su participación y les exhorto para cumplir cabalmente con
los mandatos de la Ley General de Educación Superior con la certeza de que será en
beneficio de todas y todos los mexicanos y mexicanas. Enhorabuena, muy buenas
tardes a todas y todos.",,,,,,,,,,,,
