"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Muy bien, gracias. Faltaron las palomitas, pero bueno. Para terminar agradezco a Ramón, creo que ha sido muy importante este proceso de difusión, pero de construcción colectiva sobre las experiencias, llamémosle exitosas, las experiencias que creemos merecen difundirse y creo que aquí la colaboración con el sector de las cámaras industriales también ha sido clave, entonces ahí vamos avanzando."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Para terminar estos asuntos generales, le pido a Héctor Robles una última intervención para hablarnos del acto que sigue, del evento que sigue y de una vez adelanto, si se quieren quedar va a ser muy interesante que vean cómo funciona con CONAPO y además viene su directora general, pero también la investigadora particular y vamos a tener ahí una excelente reunión con la Secretaría de Economía. Creo que es un buen momento de intercambio además de los secretarios de los gobiernos de las entidades federativas regionales."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Héctor, si eres tan amable, si nos ponen la presentación, por favor."
"Héctor Robles, coordinador de planeación, evaluación y estadística de la subsecretaría de Educación Superior","Estas son reuniones que hemos estado realizando, reuniones regionales con la participación de tres instancias, todo lo que tiene que ver con educación superior, pero especialmente con las participaciones del Consejo Nacional de Población y de la Secretaría de Economía."
"Héctor Robles, coordinador de planeación, evaluación y estadística de la subsecretaría de Educación Superior","En un primer momento es poder presentar la información que es lo rico de ello, la información a detalle, del Consejo Nacional de Población y en esto vamos a poder ver todo lo que tiene que ver con el incremento de la edad media de la población, la disminución de las tasas de crecimiento, la caída en la tasa general de fecundidad, el incremento de la esperanza de vida, la migración interna, el volumen de proporción de población de 19 a 29 años que tiene que ver mucho con nuestro sector y la evolución del bono demográfico."
"Héctor Robles, coordinador de planeación, evaluación y estadística de la subsecretaría de Educación Superior","La riqueza es que CONAPO no presenta solamente los datos generales, sino presenta de los estados que están presentes en estas reuniones, les presenta la información particular de sus estados. Y la Secretaría de Economía nos presenta todo lo que tiene que ver con las tendencias internacionales de relocalización de la industria estratégica en los sectores como electroelectrónico, semiconductores, electromovilidad, dispositivos médicos e industria farmacéutica y agroindustria. "
"Héctor Robles, coordinador de planeación, evaluación y estadística de la subsecretaría de Educación Superior","Y también la riqueza de la información es que no solamente presenta los comportamientos generales o nacionales, sino que trae la información para cada una de las entidades y les presenta, con información estadística por dónde van los comportamientos económicos. "
"Héctor Robles, coordinador de planeación, evaluación y estadística de la subsecretaría de Educación Superior",La idea como lo hemos planteado es que esta información tanto de CONAPO como de economía nos sirva para la planeación y para definir qué sigue y hacia dónde deberíamos de ir. La que sigue
"Héctor Robles, coordinador de planeación, evaluación y estadística de la subsecretaría de Educación Superior","Ya hemos realizado dos reuniones: la primera hace diez días aproximadamente en el Bajío, donde estuvieron Colima, Guanajuato, Michoacán, Jalisco, Querétaro, San Luis Potosí y Zacatecas. La del lunes pasado incluyó a Chihuahua, Coahuila, Hidalgo, Nuevo León, Tamaulipas y Veracruz."
"Héctor Robles, coordinador de planeación, evaluación y estadística de la subsecretaría de Educación Superior","La siguiente se realizará en breve en Ciudad de México, Estado de México, Morelos, Puebla y Tlaxcala."
"Héctor Robles, coordinador de planeación, evaluación y estadística de la subsecretaría de Educación Superior","El próximo lunes estaremos en Tepic con los estados de Aguascalientes, Baja California, Baja California Sur, Durango, Nayarit, Sinaloa y Sonora."
"Héctor Robles, coordinador de planeación, evaluación y estadística de la subsecretaría de Educación Superior","Y el subsecretario anunció la intención de realizar una reunión el día 27 en Oaxaca, para los estados del sureste: Campeche, Chiapas, Guerrero, Oaxaca, Quintana Roo, Tabasco y Yucatán.  "
"Héctor Robles, coordinador de planeación, evaluación y estadística de la subsecretaría de Educación Superior","Como se señalaba hace un momento, en una de las exposiciones es que estas instituciones nos proporcionan información detallada, los últimos datos que tienen, lo que nos permite usar esa información para beneficio de la población. Eso es todo. Gracias. "
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Muchísimas gracias. ¿Alguna pregunta? Aquí, recuerden que en acuerdos generales no hay, no se toman, digo, en asuntos generales no se toman acuerdos. Entonces, nada más que se tome nota de estos, de estas, digamos, dos aspectos que han sido aquí expuestos."
"Dr. Luciano Concheiro Bórquez, Subsecretario de Educación Superior","Entonces me permito decirles que desahogamos todos los puntos de la orden del día y que siendo las 13 horas con 18 minutos del día 20 de junio de 2024, declaro formalmente clausurados los trabajos de la decimosegunda sesión ordinaria del Consejo Nacional para la Coordinación de la Educación Superior. Muchísimas muchísimas gracias por su participación."
